博文内容,识别结果,id
",858589
近期越来越多的口岸通关信息在网络上流传，深圳市口岸办官方发贴文，网传“福田口岸亮灯”图片为福田口岸日常维护照片，并非近期拍摄。深圳市口岸办持续做好设施设备日常维护和场地管理，各口岸设施设备均处在良好运行状态。同时他们的精选留言很有深意[喵喵][喵喵][喵喵]#香港前往内地和澳门无须在口岸核酸检测#,"|0|0|0|1|0|
",523208
官方把这个文章删了，大家说为什么呢,"|0|0|0|0|0|
",523124
終於見到曙光啦！[给力][耶] 香港·中環 ,"|0|0|0|0|0|
",523099
香港开始面向境外0+0和取消本港使用“安心出行”了。半夜睡不着开始列回来隔离要带的东西，越列越觉得荒唐和生气。原本一个小时的大湾区出行大概率是需要飞去成都再周游一番。但又还得为从原来的28变成现在的5+3天表庆幸。就是处处写满了无语又无法开口，因为更多的人承受了甚至不必经历的却又更艰难真切的痛苦。但我就是要忍不住问一句这一切特么的到底凭什么。,"|0|0|0|1|0|
",450813
昨日，一辆粤港货柜车沿深圳南屏高速公路行驶，在出口分岔位，货柜车驶往北环大道方向。其间司机惊觉行错路，打着死火灯倒后企图转往皇岗口岸方向前往广深高速。殊料一辆密斗货车高速驶至，砰一声猛撼货柜车车尾，整个车头压扁，烂如废铁，据知车上司机及一名跟车工人伤重死亡。 ,"|1|0|0|0|0|
",523207
香港实施新措施的第一天！深圳湾的旅客表示无需核酸很轻松，香港机场的旅客表示可以去吃饭了！#真实的香港[超话]#  ,"|0|0|0|1|0|
",450209
想起几位前任对我的种种好有一位和我相处的时候，知道我很想打耳洞，但是因为我太容易发炎，所以耳洞总是留不住。圣诞节前给我买了副耳夹。其实我当时想打耳洞只是因为我焦虑，用疼痛代替，而且他选的耳夹实在直男（是个老鹰的样子）我从来戴不出去，可是我知道他超级用心，我只会觉得他好可爱。他给我买包，高兴地说这是镭射的，我当时想啊这可以背吗但是又觉得男朋友好中二好可爱。他因为店员说那款只有英国觉得很珍贵就买下来了。七夕我们还是异地，我在爷爷家住，他给我点了很多好吃的，都是我爱吃的，还照顾了我爷爷奶奶的口味和牙口，当时奶奶特别开心很认可他。另一位男朋友出差外地前一天晚上想见我，但是我和朋友有约，他又有别的事，但是最后还是来接我回家，我们只见面了半小时的车程。我知道他来接我再送我回家再回自己家完全绕路。他去广州出差，恰好遇上疫情，他直接发我消息说不想开了，直接去深圳然后飞回北京。因为当时的政策是，如果落地四个小时行程就会有记录，他就需要在广州隔离至少14天，他不想和我分开这么久。但是为了那次会议准备了很久，就劝他好好开会。没想到他把会议提前凌晨两点结束，四点去机场，六点飞上海转机到北京（因为当时直飞北京的航班已经停了）。就这样一夜没睡辗转回来见我。还有一位是也是因为疫情异地，撞上了一个比较特别的日子，但是他并不知道我的具体地址，当时又没有联系上我，还是按照我们的聊天记录里搜索出来的信息拼凑到了我的地址，给我送了花。这三位都是很好很好的人，可惜因为一些或客观或主观的因素，我们还是走散了，但是也非常感谢他们在我的生命里留下很美好的印记。#男朋友#,"|0|0|0|0|0|
",451667
随着内地公布优化防疫新十条措施，大幅放宽防疫限制，外界关注内地何时开放边境。近日传出有广东省深圳市民发现停止运作多时的福田口岸亮灯，引起通关猜测。有消息指，内地与香港免检疫通关最快可在下月上旬实施，或改为采取「0+3」方式，即入境人士只需要3天居家监察。 ,"|0|0|0|1|0|
",523095
罗湖口岸，最近不少视频显示，深圳罗湖在打扫，香港罗湖也在打扫。当然，跟通关无关，无需过度解释[酷] ,"|0|0|0|1|0|
",523242
嗯，嗯，嗯，然后呢[并不简单][并不简单][并不简单][思考][思考]#香港解封# -#香港回内地# -#香港前往内地和澳门无须在口岸核酸检测# ,"|0|0|0|1|0|
",523175
一回到中国就开始了码的生活。到香港的第一天还是黄码，第二天政府实行新政，取消了入境限制，我也和本地人一样是蓝码了，可以自由行动——我是讨厌被特殊对待的。要不是国内还要48小时以内的核算报告，我可以第二天就离开香港回内地。既来之则安之，已经定好的酒店行程就没必要再折腾改变了。我仍是按要求每天自测核酸，然后拍照上传自己申报。本想经深圳湾入境。早上醒来，想着摇号不太可能，等政府的人文关怀的批准也不靠谱，于是定了明天香港飞上海的机票（因为这是我能买到的最便宜的，HK$3500）香港经台北转机到上海。一路折腾，也不少这一回。今天还要去社区中心做规定的核酸检查，我要了份纸质的，240港币，以便明天坐飞机回内地。想来，这一趟奇异之旅，为了回国，12月11号出发的，从美国，经日本，香港，台湾，上海… 到现在还在半路。这次想着只是停留隔离，所以酒店选在新界屯门，离机场和深圳都比较近。相比中环和维多利亚港，这里没有什么很时髦现代的东西，更街坊市井，酒店附近走上几分钟就是像我们长沙的那些老街小巷，街边有各种摊子和小店，久违的各种香港美食让这次的行程多了些乐趣。我看到了肠粉，包点，闻到了面包香，路边有卖龟苓膏，还有各种小吃店，随便吃上一份都是正宗地道。看到一家新开的小店，进去点了份牛腩河粉加鱼蛋，鸳鸯奶茶怎么也得试试。超级好吃。可惜我只有一个胃，吃不了太多。可是就是走在这些烟火气中，顿时漂泊的灵魂有了依靠的感觉。在香港住了三个晚上，没有安排什么，就是做做核酸，逛吃逛吃，然后就是在酒店休息。归途漫漫，希望明天顺利。,"|0|0|0|1|0|
",450598
香港罗湖口岸站，用来封锁的障碍物已拆卸搬走。#香港旅行##深圳身边事#  ,"|0|0|0|1|0|
",523200
幸福來得太突然 連續抽了18天…… 昨晚才中籤，剛好搶到19號開始2+3！希望是真的[允悲][允悲] 香港 ,"|0|0|0|0|0|
",523219
Hong Kong， see you！[心] 香港·香港国际机场 ,"|0|0|0|0|0|
",858844
#你是还没阳过的天选打工人吗# 某同学去深圳出差三天半，中了，高烧中。这说明深圳比上海多？毕竟他在上海时也一样在外面胡吃海喝。这人昨晚在路边还做了一个核酸，这是后遗症吧[白眼]。但所以会不会被拉走[允悲]。我每天战战兢兢，主要是怕中了会影响回家的行程。现在机票真的是卖光了，而入境要求还是一如既往。负责调整入境政策部门的工作人员可一定要保重啊。,"|0|0|0|1|0|
",451502
奇幻之旅还在继续。今天一早先到社区检测中心拿了covid的报告用于入境。到香港机场还是很方便。办理登机手续的时候，被告知我的机票不可行，因为这种情况下，中国公民是不可以在台北转机的。所以他们没法给我办手续。估计给我订票的票代网站是美国的，世人哪知道中国护照有那么多限制啊。一路折腾到今天，做好了一切准备到了机场，想着终于可以入境了，结果机票不对，还是不行。我整个人都差点要崩溃。可是哭也没有用，擦干眼泪，坐下来拿出电脑继续找今天的机票。我突发奇想，看看一线之隔的香港飞深圳怎么样。居然有今天的票，香港到成都，第二天成都飞深圳。我反正只求入境，哪里隔离都成——现在看隔离，真是个笑话。,"|0|0|0|1|0|
",450849
昨天晚上的罗湖深圳&香港。不要过于解读，三年了灰尘太多了。 ,"|0|0|0|1|0|
",523239
小新型流量密码：罗湖/福田口岸大楼灯火通明西九龙高铁站开始打扫卫生[丰收了][丰收了][丰收了] ,"|0|0|0|0|0|
",153507
這麽多年過去了，你還過得好嗎李小姐 香港·九龍灣 ,"|0|0|0|0|0|
",523096
今天到了羅湖口岸邊境，近在咫尺#香港前往内地和澳门无须在口岸核酸检测# 通关是不是近了 深圳·罗湖口岸(Luohu Port),"|0|0|0|1|0|
",505275
2013.11.16 #深圳##深圳火车站##罗湖口岸# ,"|0|0|0|0|0|
",523076
2012 #福田口岸##深圳# ,"|0|0|0|0|0|
",523187
12月17日深圳福田口岸  这几天好多装修工人翻新店铺 售货员在整理店铺货源 工人广告牌更换，为通关做准备。#深圳##社会百态##珠澳口岸通关须持24小时内核酸阴性证明##微博爆料# http://t.cn/A6KW2f0t ,"|0|0|0|1|0|
",523209
香港回深圳隔离罗湖区 被分到香格里拉酒店510100博主觉得贵 就拒绝入住了大概在外面吹风了两个多小时 又被重新分到新都酒店[苦涩]#香港回内地# -#香港解封# -#今年居民消费比2021年减少两万亿# ,"|0|0|0|1|0|
",523224
永远喜欢sz [下雨] sz有能让我幸福的一切 ,"|0|0|0|0|0|
",450995
飲得盃落心臟病都俾佢嚇死整定嘅係佢嘅始終都係佢嘅四連霸完美结局...[干杯] 深圳·皇岗口岸,"|0|0|0|0|0|
",505256
港鐵在近4年的喜慶節日下沒有提供通宵服務下，隨着港府逐步放寬及調整疫情措施，港鐵今日(19日)宣布，將於今年的平安夜(12月24日)及除夕夜(12月31日)通宵服務，方便市民外出歡度佳節。同時，所有本地鐵路綫(機場快綫及迪士尼綫除外)，亦將於本周四(22日)的冬至當日下午開始加強服務。#香港##香港疫情##深圳[超话]##香港[超话]##香港圣诞节#,"|0|0|0|1|0|
",450065
目前为止，疫情期间我有三次反向跑毒：第一次是2020年1月，全家4人（奶奶没去）在广西自驾游的时候，突闻武汉疫情，过了两天甚至lockdown。当时我们全家在酒店房间开了快一个小时的家庭会议，谨慎考虑后决定取消之后的行程（还废了两张机票，不要问为什么全家自驾却有2张机票），并次日直接取道返汉。一路上我们鄂A的牌照就像过街老鼠一样，连住宿都差点成问题，经过2天时间终于到家。幸运的是，我们家并不在首批新冠感染者之列。第二次是2022年8月，因为需求学于海外，我独自踏上驶往深圳的高铁，并于次日入境hk。是时，hk日增万余羊，但其仍几乎是非大陆地区中最安全的地区，当初做选择时也有考虑到这一点。尽管如此，我还是做好了阳的准备，在不安中开始了为期一年半的学习。目前来看，第一个学期我已安全通关。第三次是2022年12月20日，也就是今天，我于凌晨1点到达香港国际机场，准备登上9点飞往武汉的飞机。虽然现在这是一个无论看起来还是实际上都很糟糕的决定，但两个月前还在琢磨怎么返回内地的我无从得知。自从完全放开以后，国内现状私以为无需赘述，同时我全家除了我以外已经全部感染（现在已经快转阴了，无需担心），恐怕这次我无法幸免。讽刺的是，当初我是抱着必阳的觉悟来港，然而现在我却得抱着同样的觉悟回家。就像某民航飞行员up主，3年来持续飞国际航班满世界跑毒平安无事，结果上周却阳在了家里，不可谓不难蚌。本来还想码些字的，但码了一半想了想还是删了算了，就这样吧。2022.12.20 06:50 香港国际机场,"|0|0|0|1|0|
",451743
美联航注册号为N648UA的767-300ER客机稍早前执飞UA2831航班由香港前往关岛，飞机从香港机场起飞后挂出7700紧急状况代码，疑被雀鸟撞击导致起火故障。从Flightradar24 显示，客机在香港机场外盘旋后已经降落了。 香港 ,"|0|0|0|0|0|
",450978
MTR港鐵要求羅湖及落馬洲口岸商19/12/2022前檢查所有商店設施！#一图了解新冠康复全过程#,"|0|0|0|1|0|
",523221
希望是真的，原地打圈圈[羞嗒嗒][羞嗒嗒] 香港·香港大学 ,"|0|0|0|0|0|
",523206
#今天香港通关了吗# 這次是真的吧据说西九龙在招聘站务员，福田高铁站候车大厅的显示屏也有到西九龙的车次 ,"|0|0|0|1|0|
",523100
之前去过宝安机场旁边泰华梧桐岛（BAFA 咖啡，很喜欢那的自然森林风格。没想到宝安中心这有了个泰华梧桐村，还没完全建成，但反而因此更多了些“原始”感，自由晃悠，阳光绿叶白墙，一片混凝土高层的环绕下，突然走进一片森林，看见池塘，看见鸭鸭，看见鱼，我们这里还有鱼，哭 深圳·泰华梧桐村 ,"|0|0|0|0|0|
",858948
隔了很久又体会到冬天的感觉但是还好有港乐 香港 ,"|0|0|0|0|0|
",859033
澳门议员倡议“取消出入境核酸检测”，你支持吗澳门议员对珠澳放宽出入境防控措施表示肯定，但指出本澳单管核检价格高达150元，惟珠海单管核检仅13元人民币，主张特区政府应将单管核酸降至合理价格，再以单管取代混检，减轻市民压力。其次，本澳过渡期措施与内地防控措施脱节，导致外松内紧，严重影响居民生活，冀政府跟随国家政策，取消出入境核酸检测及优化防控措施，以更好落实国家“新十条”防控指引。#澳门生活#,"|0|0|0|1|0|
",451617
今天到大学站，本想接种疫苗，我都忘了这边的“荒郊野岭”是什么样子，下车有点被外面的安静吓到。以前都是走这条线直接到落马洲的，下车过关，外面就是福田口岸。 ,"|0|0|0|1|0|
",523250
国家还不通关，一定是为了保护我们吧[微笑]也不知道现在回内地还要隔离的意义是啥…一个朋友14号回的上海，好不容易隔离完8天，昨天了原来隔离的意义是让人来了晚几天[摊手] ,"|0|0|0|1|0|
",451214
#深圳北 #深圳北站 #深圳北站 #深圳,"|0|0|0|0|0|
",27084
快了快了快了入境处抽调上千人员回各个口岸岗位！！包括西九龙，罗湖落马洲文锦渡！！！  ,"|0|0|0|1|0|
",488354
【冬至香港機場逼爆】臨近聖誕節，機場連日湧現大批外遊的市民，過去一周平均每日有逾2.5萬人出境，較月初增加67%，連續2日均有約70班航班飛往日本。旅遊達人項明生表示，冬至遊日的人數較上月倍增，過去1周日均逾2.5萬人出境。#香港##香港疫情##深圳身边事##深圳疫情##深圳[超话]#,"|0|1|0|0|0|
",375816
【万人频道—「新界乡情」专题】你所不知道的新界——打鼓岭主讲嘉宾： 陈月明女士MH你知道为什么一条方便村民耕作的桥叫做「国际桥」吗？原来200年前居民打鼓方式保卫村落，故而得命为「打鼓岭」。位于香港最北端的打鼓岭现时一共有20条村落，而港深其中三个口岸—罗湖、文锦渡及莲塘口岸都在此处。港英政府1993年建造新界东北堆填区，对打鼓岭一带的生态环境和村民生活造成很大影响。香港政府公布「北部都会区」的愿景，令到居民十分期待可以促进打鼓岭现时发展滞后的情况。 http://t.cn/A6KQYblr,"|0|0|0|1|0|
",488269
#今日边框打卡# 深圳·皇岗口岸,"|0|0|0|1|0|
",506505
通關在即，我也重開內地用的app，微信、美團、大眾點評……戶口還在，再看看乘車碼，當日最後一程在深圳乘坐的地鐵，日期顯示是2020年2月4日……記得2月6日就封關，一走就幾年了，感慨萬千 #香港生活[超话]##香港生活超话##疫情下生活##生活##香港##香港生活##通关# 香港,"|0|0|0|1|0|
",488384
宝子们圣诞快乐#奥粒の小剧场#,"|0|0|0|0|0|
",374443
三年了，年年说通关～终于看到了希望可以返屋企啦 ,"|0|0|0|1|0|
",488239
『中国北上广等一线城市彻底完蛋了！北京药店挤满人，深圳罗湖口岸空无一人，广州诊所被挤爆，济南步行街变萧条，郑州人口大量流失！#北京疫情#深圳疫情#广州疫情#郑州疫情#济南疫情#真实中国#中国小人物 - YouTube』http://t.cn/A6K8g6hP,"|0|1|0|0|0|
",488296
20年底带着三个月的宝宝回老家，隔离了半个月后出门不戴口罩都很安心，马上通关了，中华大地却已没有未被疫情肆虐过的净土…[感冒],"|0|0|0|1|0|
",375783
自嗨鍋真的坑。。。麻辣燙只有麻辣。。。。梅菜扣肉只有梅菜。。。。 深圳·维也纳国际酒店(深圳机场鹤洲店) ,"|0|0|0|0|1|
",471217
原来现在还不能从香港飞内地的[悲傷]好想回国内[悲傷],"|0|0|0|1|0|
",374971
#香港与内地争取明年1月中前通关#香港通关在即，我打算分享以前的旅行攻略，主要是2018年以前。首先，我要准备好港澳通行证和签注，但我有港澳两地签注，因为我是经澳门外港码头从乘搭喷射飞航航班再前往香港的，当时港珠澳大桥还没有开通嘛，而且我很久没体验过大桥；之后入境香港，我就随意自由活动，行程我自己安排，晚上入住宾馆看电视，第二日我去报纸档买报纸，之后我离境回深圳。以前我是到港铁站购买八达通和电话卡，还有地铁日卡，地铁日卡主要是坐市区地铁，八达通主要是到便利店消费以及坐机场快线或者从上水回深圳，电话卡是用来上香港网站查资料另外，以前我每次买八达通的时候都是购买实体卡，因为在大陆购买的Android系统手机（特别是小米）不支持八达通；随着我再次购买二手iphone 8 plus手机，可以直接在手机开卡，下载旅客八达通APP登录苹果ID可直接用大陆银行卡开通，到时候恢复通关就不用在口岸排长队购卡了,"|0|1|0|1|0|
",376035
圣诞晚餐[二哈] 从来没吃过这么咸的薯仔 深圳·维也纳国际酒店(深圳机场鹤洲店) ,"|0|0|0|0|0|
",471003
在机场看到熟悉的落地窗，看到曦光中的香港，看到停在这里的飞机，我好像一恍惚又回到了八月我在香港机场转机的时候。时间真的过得很快，尽管再舍不得也被推着往前进。我从来不喜欢什么“你以后会遇到更好的人”，“你以后会去更多地方去做更多有意思的事”这种论调，虽然我以前总是在分别时拿他们来给自己做心理暗示。过去和未来是不能比的，所谓“更好”很多时候只是在失去时对自己的一种宽慰。高中毕业的时候我觉得以后再也不会有这么快乐的时光了，结果其实发现在深圳过得也还行，在加州我也很快乐。但这并不能说高中的快乐就逊色了，幸福从来没有可比性。我会永远记得加州的点点滴滴，加州的所有人和事，就像我永远不会忘记高中的时光一样。,"|0|0|0|0|0|
",375004
倡配额优先给予商务、团聚、上学、奔丧等人士对于明年1月中前将落实两地通关，立法会议员杨永杰、梁文广、张欣宇及林素蔚表示相关消息振奋人心，形容是“港人最钟意的新年礼物”，回应了无数市民新年与家人团聚的期待。四名议员建议优先开放更多配额给予商务、团聚、上学、奔丧等人士，全方位开放海陆空口岸，令更多人能在春节前北上与亲友吃餐久违的团年饭。#香港解封# -#香港回内地# -#康复期如何快速恢复健康#,"|0|0|0|1|0|
",488376
下学期周末直接深圳party吧哈哈哈哈哈,"|0|0|0|0|0|
",160861
内地不愧是内地玩的就是心跳[doge]1.8起通关了那hk&深圳口岸快点落实具体举措吧[干饭人]好期待！ ,"|0|0|0|1|0|
",376071
随着政策变化，马上隔离也要成历史了。想想这三年往返内地香港前后一共隔离了两个多月，甚至还在深圳借朋友家+7隔离，门上装警报家里装监控，也是一种既魔幻又独特的经历[笑cry],"|0|0|0|1|0|
",375341
#取消入境后全员核酸检测和集中隔离#东铁线坐到罗湖口岸过关回家[泪][泪]梦中的生活[泪],"|0|0|0|1|0|
",488222
总算正常了，周末可以去深圳耍了，生日福利呀 ,"|0|0|0|0|0|
",375974
资本主义讲求一个效率[NO],"|0|0|0|0|0|
",375049
被PUA多次之后终于迎来真的了呜呜，恍惚有点不真实，盼望着它来又不希望它这么快来。不能再当鸵鸟了，振作起来[泪]东铁线，下一站，罗湖[羞嗒嗒]西九龙高铁，下一站，福田[并不简单] ,"|0|0|0|1|0|
",160843
新冠三年经历过太多坎坷和痛苦希望这波疫情家人平安,"|0|0|0|0|0|
",860321
三年了，香港一夜之间突然就要通关了，突然好想哭，恍如隔世。2022年的最后一个月，我从没像现在这样切实感受到时代的巨变[泪]好想回一趟学校，再坐一次校车，再爬一次山路，再去天人合一眺望一下吐露港，再吃一顿善衡的叉烧……三年了，感觉过了好久，当初要知道会有黑暴会有疫情会上班有吃不完的苦，我真的会十倍百倍珍惜当时上学的时光[泪][泪][泪]我过得很烂混得很惨，我时刻都在丢中大的脸，中大却是我永远的骄傲[苦涩],"|0|0|0|1|0|
",374473
我要回来了～ 抢救小渣东航积分，以后应该也不会坐东航了，因为用的国产飞机。我已经叛变到国泰了，死都是cathay pacific魂 ,"|0|0|0|0|0|
",374778
啊啊啊啊啊啊是谁快考试了还不复习一直在看机票[举手][举手][举手]妈妈说如果我回去了她带着衣服去机场接我啊啊啊啊啊 ,"|0|0|0|1|0|
",374436
2020.2.8～2023.1.8 — 通關在即，值得擁有一個篇幅三年了，終於要通關了！百感交集，尤其對於港漂兩地家庭，真的是一個時代的終結。希望內地的家人朋友都能順利渡過這段陽性高峰，願我們在不久的將來平安相見！「有生之年，終於等到你，還好我沒放棄」[加油] ,"|0|0|0|1|0|
",375249
#今天香港通关了吗# 香港海关在各口岸管制站已做好准备，迎接全面通关复常罗湖口岸和西九龙高铁口岸的海关人员正加紧进行关务演练，检查防疫装备，加强人员训练，为通关做好准备~。 ,"|0|0|0|1|0|
",488317
resell了利物浦的球票，取消用积分换的卡航的商务舱，挤着十几小时的经济舱以及超级tight的时间表辗转爱丁堡伦敦香港深圳四地，极限操作回家希望一切顺利，除夕晚上难忘今宵开唱之前可以到家，准备给家人一个surprise ,"|0|1|0|0|0|
",375574
明年有幾多人想落香港玩 深圳·深圳罗湖口岸,"|0|1|0|0|0|
",506513
田北辰透露政府正研究取消机场核酸检测，他认为成事机会大，因为是与内地1月8日实施的措施看齐，到时候外地游客来港有望恢复。#香港解封# ,"|0|0|0|1|0|
",374410
浓烈的任豚味走咯~[开学季] 深圳·深圳宝安机场,"|0|0|0|0|0|
",810848
这一次回国隔离挺搞笑的。在机场的时候就有人直接出去了，没有隔离。我当时有点犹豫，行李太多行动不便，没有直接出去。于是来到隔离酒店交了1156大洋享受隔离[笑cry]隔离了一天就有人成功离开隔离酒店（没退钱）很多人今早七点就离开了。我吃完早餐下楼准备离开的时候以后发现大厅门锁住了，十几个人（主要是学生）手足无措地站在那里发呆。一个年纪和我类似的中年男人想法子找到了一个没有锁的后门带我们出去了。出去以后发现院子门还是锁住了，挂了一个链条锁。管理人员全都找不着。人多力量大，不用费太大力气这个链条锁就被打开了。我和那个中年男人先出来，然后那十几个学生也跟着我们出来了[二哈]根据群友们的交流现在全国各地执行隔离政策方法不一：北京据说是one night stay， 成都是两天，革命老区上海和深圳还是坚决5+3[二哈],"|0|0|0|1|0|
",374647
罗湖口岸封关近三年，曾经人来人往的罗湖商业城已变得十室九空。有一直留守的商户对通关在即充满期望。  ,"|0|0|0|1|0|
",488261
李家超下午见记者据悉取消多项社交距离措施密切接触者免隔离维持口罩令#香港解封# -#失眠可能是肺出现了问题#,"|0|0|0|0|0|
",488257
2023年的第一个月好忙哦，还得抽空回学校上两周课,"|0|0|0|0|0|
",375252
#深圳地铁# 四號線往福田口岸，早高峰，1分鐘一趟直接調到3分鐘一趟，一個站就上2個人，你們神經哦，不會看人流調整呀，深圳這麽多年第一次等了3躺才擠上地鐵，還是用的洪荒之力[怒骂]#高峰# @深圳地鐵 ,"|1|0|0|0|1|
",488235
听到在hk的阿姨跟妈咪打电话说等通关让我们去她们家玩 一想到通关能去香港吃好吃的买喜欢的东西 就好怀念之前[泪]起早贪黑的坐地铁去福田口岸 还有初中妈咪请假带我去迪士尼 回忆一涌上来 我好兴奋好开心[泪]终于等到这一天了 ,"|0|0|0|1|0|
",488390
罗湖口岸要拆! 附近店家重开！#香港[超话]##深圳[超话]##今天香港通关了吗##深圳·深圳罗湖口岸[地点]##深圳罗湖口岸##粤语[超话]# http://t.cn/A6KBQTrF ,"|0|0|0|1|0|
",488325
下定决心就好了 再难也会过去的  ,"|0|0|0|0|0|
",488264
[鼓掌][鼓掌] ,"|0|0|0|0|0|
",488267
本来是去这看日落，但要行的很危险，失望我行上山都心跳加快，喘气，已经慢行了看见调色盘了圈中的是街道吗？那洞很恐怖似的#香港打卡##香港必去##调色盘##深圳罗湖口岸##福田##木星合月##香港·马草垄警岗[地点]# ,"|0|0|1|0|0|
",488218
粉粉的调色盘#香港打卡##香港必去##调色盘##深圳罗湖口岸##福田##香港·马草垄警岗[地点]# http://t.cn/A6KrJmkY ,"|0|0|0|0|0|
",488388
这么快有团了，但我很想坐高铁唷#内地##旅行团#,"|0|0|0|0|0|
",374387
交通强国我只需付多500（即1194.5），就可以亨受到比坐飞机商务客位还要好的服务。未登车前，我们到商务贵宾室候车，当时间到便有专人引领登车，不用排队。其中发生小插曲，我大意把耳筒机遗留在候车室，但不出一分钟，服务员已通知我取回，那失而复得的心情当然是万分喜悦，高铁的服务的确是高效、高质和高水准，中国不愧是交通强国！#何君尧JuniusHo[超话]# #交通强国#,"|0|0|0|0|0|
",861635
蹲个1月15号至19号期间的中港顺风车:本人带一个周岁宝宝过境到深圳宝安机场，需找个中港顺风车带我们母女俩到宝安机场，一早出发，最晚上午11点半得到机场赶飞机，时间上方便的老板请私信我，谢谢,"|0|0|0|1|0|
",90880
2022年的最后一天，新冠疫情告一段落的最后一个月，思绪万分。回望过去这三年，对我而言却像10年那么漫长…自己分别在深圳、东莞、上海以及嘉兴四个城市隔离过，最长的一次是28天。经历过半夜被转运；经历过飞机落地后全机乘客目送我一个人被大白单独带走的尴尬；经历过在重庆机场做核酸被直捅天灵盖的酸爽…这来来回回所花的时间，本可以用来更多陪伴我的父亲，多赢回一些时间和回忆，可惜人生就是会有那么多的遗憾…社会失序，经济失衡，一个荒诞的时代暂告一段落，但时代的印记已经印在了每个人身上[微风],"|0|0|0|0|1|
",375897
第三年的跨年小作文圓滿了很久很久以前的願望 不過某人要上早 所以海景煙花從現場搬到電視里。還是稍稍做個年度回顧 顯得今年有些價值。就從生日開始吧。計劃過今年的生日時穿什麼 怎麼佈置 但越是臨近 越是沒動力執行 最後落得只比往年熱鬧不少而已。但其實沒約本年對象 簡簡單單和家裡人一起過 反而最難忘了。幸好這一年的開頭正單身。生日第二天爸媽送不學無術的女兒線下加入擠入讀書大軍。這件事對我來說是圓夢 對我爸同樣 他很欣慰 也讓我很開心。和他們在機場合照的時候突然意識到 長大了。然后就开启了游走模式的一年。在酒店隔離期間 認識了哥哥和妹妹 偷偷搞串門 一起打王者 無聊生活有趣起來。放出來後不久就遇到第幾波疫情爆發 面授課又改回雙軌制。三月初便回上海避陽。入境隔離連帶著全城靜默在家呆了三四個月 就這樣半年竟過去了。七月初還為了躲陽 游走回去。繞到深圳和okk組了玩樂劇。晚上教她們打劇本 大家拿出搞作業的認真勁 硬是把2.5小時的本打了5個多小時。和okk的組隊很妙 也很開心碰到了好組友。今年剩下的月份就都在香港過了。一半時間在躺吃 一半時間去上班。起初嚷嚷著要回上海找工作 莫名其妙的留下來了。一直以打工人的狀態到年末。希望明年能找到心儀而不湊合的工作吧 希望爸媽健健康康快快樂樂的吧。也有其他心願 但不勉強了。因為#總有日出時# 。,"|0|0|0|1|0|
",376125
出站落地核酸很方便，明天返香港希望一切順利！,"|0|0|0|1|0|
",202806
真希望下次再进站是我长久的离开深圳，而不是短暂的两天，熬不下去了[哭惹R]深圳北站,"|0|0|0|0|1|
",182806
十月的香港机场，人非常少，广州机场反而旺:快讯说香港机场10月客运量跌近13%，前十月客运量被白云机场超越】香港民航处公布10月香港民航客运量数据，单月客运量536万人次，按年下跌12.9%，超过上月下跌12.8%的记录，创下今年按月下跌幅度之最。货运量方面十月为41.9万吨，跌幅为5.6%，相比上月有所减缓。根据@白云机场 发布的经营快报，十月白云机场客运量为632万人次，同比上涨3.3%，前十月总计白云机场为6083万人次，已经超越香港机场前十月总计的6076万人次，白云机场已经成为大湾区内客流量最大的机场（数据为各月快报加总）。同时，根据@深圳机场 发布的经营快报，十月深圳机场客运量为461万人次，同比上涨4.9%。我刚好出差，也算验证了一波！#香港机场 #广州白云机场,"|0|0|0|0|0|
",86983
别喷，很自觉配合防疫，不会给祖国添堵也给一早做好行程的伙伴们参考深圳低风险地区持24小时核酸出来的10.2早上9点那班机，坐的还挺满的深圳机场人到不多降落丽江广播说要落地3天2检图片6个地区需要详细信息申报没深圳，看来深圳还好,"|0|0|0|1|0|
",86989
 :心情复杂，来这里念叨念叨！同妈妈视频得知村里大伯入了重症监护室。并告诉我年前妹妹妹夫回村有去看望他，老人家一直以为妹妹是我，事后告诉他的女儿们，我有回村看他。妈妈说，老人很惦记我......收线到现在，眼泪忍不住一直流，远嫁的日子五味杂陈自己体味！整理出车票，已经整整3年半没回去了，孩子上小学自己带，假期时间不够隔离。好难受，没地方吐槽，语无伦次记录下,"|0|0|0|1|0|
",344
广州低风险:广州低风险去深圳机场要不要隔离啊啊啊啊,"|0|0|0|1|0|
",56010
和小红伞的第八年开始了，要一直甜甜蜜蜜～:学习很苦，有他很甜！一直问我回图书馆没，原来是准备了小惊喜～期待寒假顺利回深～只需要隔离5天啦～努力赶due备考ing~,"|0|0|0|1|0|
