博文内容,识别结果,id
落日时间原来是太阳落下消失的时间 卡点失败，这也是常有的事情 看不到太阳，但天空仍然不会单调 好多鱼跳出水面的时候，会不会也觉得 哇，好多人啊,"|0|1|0|0|0|
",125105
落日时分，看完下山,"|0|0|0|0|0|
",133493
周日去走了“一三四”中的“一”和“四”—— 蚺蛇尖和四湾。 西贡的沙滩??从来不会让人失望[皱眉R][皱眉R]，清澈的海水和又白又细的海沙，伴着海浪的声音十分解压[派对R]其中大湾和东湾不在麦2??的主路上，因此人比西湾和咸田湾少了许多，特别是东湾，非常宁静和惬意?? 蚺蛇尖作为西贡三尖之首，陡峭程度较香港大部分山岭都要大，且多浮石?和碎沙，上落时一定要非常小心[抱拳R]如要前往，请准备好登山鞋?登山杖、和手套?。山顶有360度无敌全景[派对R][派对R]可以遥望梧桐山、七娘山、大雁顶等山峰??（P16可以看到晚霞掩映中的小梧桐电视塔?） 路线：西湾亭-西湾-咸田湾-大湾-东湾-米粉顶-蚺蛇尖-蚺蛇坳-大浪坳-赤径-北潭凹，全程约14-15km。 交通接驳?： 从深圳出发，先搭东铁线到大学站，再打的士?到西湾亭。打车费用约为$175-$180（新界的士）请选择绿色的新界的士，更加便宜。也可选择到西贡市中心搭乘村巴NR29前往，但村巴班次疏落，且有人数限制，不太建议搭乘。 回程：北潭凹有巴士站?，选择九巴94路到麦边站下车，过马路到对面搭乘九巴299X前往沙田市中心，换乘东铁线去往罗湖或落马洲。假日有九巴289R可以从北潭凹直达沙田市中心，但该车收班早且价格较昂贵，不太建议搭乘；也可以直接乘九巴94到西贡市中心美美吃个海鲜大餐再回深，回程同样是搭乘九巴299X，只不过上车站变成了西贡巴士总站。 目前沙田站有优惠机，在优惠机使用八达通写入优惠后，每日9:00后入闸，从罗湖/落马洲出闸可以享受7折优惠[派对R][派对R] #每周一山#麦理浩径#解压日常#香港西贡,"|0|0|0|0|0|
",126730
出自用富士XT30 II:相机刚入手一周，体验非常赞，因为想换银色所以想出掉黑色这台。HK平行进口，镜头是XC1545，无保修，配件只有相机带+电池+盒子。可拍视频看机，自用一周，后四图是周末拍的，相机直出。深圳欢乐谷自提。 #fujifilm#富士相机#富士xt30二代,"|0|0|0|0|0|
",166643
看到梧桐山這間民宿屬於機緣巧合，約了深圳朋友在福田吃燒烤唱K，原本想著唱K完在福田就地住下，朋友們各回各家，我作為solo trip的遊子，熟練打開攜程app，看看乾淨且和眼緣的民宿，輸入預算/人數，竟然跳出山景/採光通透/近綠道/梧桐山這樣的字樣。在此之前我甚至沒聽過梧桐山這個地名，更不知道梧桐山是深圳最高峰，亦不清楚梧桐山文化小鎮的底蘊深厚和鄰里人情。只覺梧桐山這三個字好聽，應該是個不錯的地方，於是點進頁面，瀏覽到房東頁面，甚是有趣，看到店家把自己評價為“把愛好當職業的人，清貧但幸福的人”/“被彈琴耽誤的廚師”/“普洱茶品鑑專家”，光是看到第一句話，我已經有所觸動，覺得我一定要認識認識這位琴師，並渴望聆聽他的故事。甚至不知道梧桐山離市區有多遠的距離，就毅然決然下單了兩夜。這次梧桐山深度遊，我是來定了。 從福田出發，打車路上，汪老師問我喝茶還是喝酒，我說都喝，他說他和朋友都喝了三泡茶坐著等我了，我的內心充滿期待，希望這輛滴滴可以飛速將我的心送往自由的山。這是被等待的感覺。穿過熙攘人群，漸入叢林小路，聞到樹葉的味道，我知道我快到山腳了，深吸一口氣，抓著書包下車，裡面的茶具哐當作響，已是接近凌晨。,"|0|0|0|0|0|
",130800
第一站便是汪老師的音樂會及茶友聚集地-“清友會”，這是一棟三層小樓，輕著腳步上到三樓，能看到古香古色的閣樓樣，印入眼簾的絕美夜空，小燈纏繞著的木質帷帳，植物盆栽，還有不遠處的“小塔”，溪流，救生圈，樹林，小亭，圍坐在長桌旁飲茶聊天的茶友。書櫃上有數以頓計的普洱磚，書本，媽媽釀的葡萄酒。深呼一口氣，想著來對了地方，汪老師幫我放下書包，他家的小狗一蹦一跳想要跟著我，又羞澀地不停打探，多像人和人剛認識時的狀態。後來給他餵食，揉揉他的頭和背，他就粘上了我，很開心，第一次和可愛的小狗做朋友。 和茶友們打招呼，他們的名字分別是，茶博士，少爺，小A，坐下就開始喝茶，這口普洱，甘甜清脆，就如這夜景一般延年益壽。幾乎是夾伴著茶喝酒，這是我嚐過最好喝的葡萄酒，自然的甜，葡萄的香，一杯又一杯停不下來。和新朋友們聊了些有的沒的，驚訝地發現包括汪老師在內，百分之90都是湖南老鄉。內心不得感嘆深圳的的確確是湖南省會。大家幾乎不聊工作，不問背景，只是隨意說著有的沒的，比如我12月底的旅行計劃，茶友剛從雲南回來的舟車勞頓等等。,"|0|0|0|0|0|
",124961
梧桐山之行（三）:臉頰微紅，便回到民宿休息。除了突然來的大姨媽和陣痛的肚子外，我只會感嘆妙不可言的遇見和感動。不是非得熱淚盈眶。但第二晚在汪老師的古典吉他音樂會上，我真的聽到雙眼濕潤，關於一曲名為《淚》的樂曲，沈浸地回憶許多往事。醒來提醒自己向前看。 梧桐山的素食是最有名的，這次旅程我吃了兩頓素，第一頓在大自然素食，第二頓在不二湘味素食，輪環境，大自然在樹下的庭院，更寬敞悠閒，特製的花茶在青花瓷壺裡打轉，壺面被樹影照得十分漂亮，旁邊桌的一大家子和樂融融，偶爾看到這種場景我無比羨慕，不知從何開始就單打獨鬥，把自己關在那個小屋子裡，覺得成家生子這事離我遙不可及，心中悵然著，隔壁桌姨姨找我聊天，問起我的旅程體驗，各自分享，對梧桐山都是好評；輪回憶來說，大自然更具故事感；輪口味，不二素食更甚一籌，去晚了甚至要排隊，每個菜都十分入味，讓人回味無窮，如果我再去梧桐山，一定會再去光顧，甚至要打包回香港吃。 下午在民宿躺著靜養，舒服地睡了一下午。這樣的小屋子，站在窗邊，彷彿回到小時候的家，蹲在松樹下漱口的我和爸爸。上下舖又彷彿回到大學時代，抱著電腦挑燈夜戰。 第二晚的茶友會，先是聽了汪老師的古典吉他演奏會，擦拭完與音樂共鳴的眼淚，我回到茶桌，這次有更多的茶友，帶著孩子來聽音樂會的媽媽們，一個不停說道自己業務的刻薄女生。沒想到幾杯茶下肚，面對散發母性光輝的四川姐姐，她和女兒的關係讓我羨慕不已，我開始訴說我的家庭矛盾，哭的撕心裂肺，桌上的其他人都不知怎麼安慰我，汪老師和四川姐姐給我遞紙巾，四川姐姐欲起身抱我安慰，最後由於他人打斷對話沒抱成，是啊，我也會渴望一下這種溫暖的擁抱，即使是第一次見面的大我十幾歲的姐姐，我也會想要媽媽的擁抱和理解。 我也很恐懼那種被迫的成長。我一直都是壞孩子不是嗎 深深井底的清泉，鏽跡斑斑的荒蕪，聲止於喉，行止於思。想要得到父母認可的我，無法自我給予。 愚笨的人麻木，聰慧的人恐懼，只有勇敢的人才能鎮定自若。可是，我既不勇敢，也不聰慧。這樣討厭著自己的我，反覆思考生命的意義。 輕視生命的確會讓人躁鬱無度啊。,"|0|0|0|0|0|
",125508
我的天呀这不是在做梦！感谢金主@小白测评，感谢@微博抽奖平台！一起分享我的喜悦吧>>>  ,"|0|0|0|0|0|
",185571
回到香港，整理了不少在深圳湾拍的鸟照片，因为手头是100-400的镜头，所以拍出来虽然全一些，但总感觉小了一圈，但因为有一天是在工作日去拍摄的，所以还算是能拍？ 在深圳湾待到周日，周末的深圳湾和非工作日的深圳湾相比，真的太挤了[捂脸R][捂脸R][捂脸R] 印象最深的就是黑脸琵鹭，也不知道是真的贪吃还是聪明，我想拍她的时候，她就一直埋吃个没完！吃3分钟可能才抬一次头！有一次甚至埋头吃了10分钟！不过摇头晃脑的真的好好玩～～ 如果是早晨的话，从深圳湾公园D2出口出来往前走六百——七百米，然后往D2出口拍鸟。如果是下午的话，从D2出口出来，往右走六百——一千米，往D2出口拍摄，都是刚好顺光的。 最后强烈建议工作日拍！周末人真的好多好多！我都怀疑是端午节回家的高铁站！ #观鸟#白鹭#鸭子,"|0|1|0|0|0|
",125511
最简易的漫步之旅，上下两小时，15000步 紫色风铃木把自己开成了绣球,"|0|0|0|0|0|
",131474
历时三个半钟、登顶  深圳·大梧桐山顶鹏城第一峰 ,"|0|0|0|0|0|
",908966
#生日party[话题]##深圳[话题]##梧桐山[话题]# #看日出[话题]#,"|0|0|0|0|0|
",132419
深圳湾的日出  深圳·深圳湾公园 ,"|0|0|0|0|0|
",907442
最近大家都在打卡深圳湾公园，因为西伯利亚的海鸥来啦！海鸥看是看见了，不过更多的是人头哈哈哈哈哈哈想要拍出和海鸥的合影感觉不是很容易呢不过没关系，你见过他们的浪漫就好啦深圳湾公园是真的美，有时间的话可以感受一下自然#深圳湾公园#西伯利亚海鸥#海鸥#深圳#公园,"|0|1|0|0|0|
",253249
##@##梧桐山#日常骑行#治愈系风景,"|0|0|0|0|0|
",127210
夜间骑行，深圳湾公园骑行真舒适#骑行#  深圳·深圳湾公园 ,"|0|0|0|0|0|
",185551
13/12深圳欢乐海岸搭子 #找搭子,"|0|0|0|0|0|
",166934
十月去的 景点去了爱情邮局（当初看那董明珠的职场类节目她们还来过）珠海渔女神像 香炉碗沙滩 名亭楼 日月贝 圆明新园 珠海长隆海洋王国 氛围不错很多经典都是一起的 骑个共享单车沿着海湾骑行 吹着海风 很喜欢海洋王国 很刺激 当时下雨又是星期五 所以没什么人嘻嘻嘻 很多景点排队十分钟不用就到了 还有动物表演 虽然觉得有点残酷但是还是很酷的 很多家长带着小孩 大家都玩的不亦乐乎 晚上还有灯光烟花表演 比迪士尼和世界之窗还好玩 自己一个人更能想玩那个就玩 想就玩第二次 圆明新园就是一个缩小版的颐和园 我去过哈哈哈 长廊很简陋但却是我待最久的地方 想起跟姐姐当时六点早上到的颐和园 坐在颐和园的长廊边看风景边吃早餐 很怀念 更新奇的是圆明园那块 西洋楼等等 食物方面吃了鱼头粉 新湛光饭店 生蚝火锅 斜坡烧鸡 除了烧鸡其他都不行 珠海美食这一块还不如深圳 当时天气也很好 在20到25度 总的来说：长隆海洋王国一定要去 爱情邮局 名亭楼 日月贝这些也能看看 如果喜欢美食的还是别来了 去佛山广州都比这儿好,"|0|0|0|0|0|
",166403
2023/11/15 深圳湾公园 直接就是一个大蹭拍[暗中观察R] #进击的巨人#摄影#偶遇#深圳约拍#深圳拍照#摄影日记,"|0|0|0|0|0|
",133839
#深圳湾公园#傍晚的天空,"|0|0|0|0|0|
",128633
我想说深圳欢乐谷出了事的那个过山车我玩过[微笑] ,"|0|0|0|0|0|
",236875
12.15夜爬梧桐山有没有一起的搭子啊#夜爬梧桐山#一起去爬山,"|0|0|0|0|0|
",128652
 :#日常骑行[话题]# #小布brompton[话题]# #birdy鸟车[话题]# #川菜[话题]# #梧桐山未央咖啡[话题]#,"|0|0|0|0|0|
",134161
#候鸟[话题]# #深圳湾公园[话题]#,"|0|0|0|0|0|
",127063
2023-12-10，7岁7个月，我地一家四口去左阿妈一只心心念念嘅深圳世界之窗影假野。起初我以为系游乐场，会有超多机动游戏玩，点知…一入门无耐就嬲左大家了，因为佢地不停影相[泪]又无人理我，我越发脾气就越比人闹，无奈之下我唯有当无事发生融入翻大家[挖鼻] ,"|0|0|0|0|0|
",185693
#2023小满胜万全#夜爬梧桐山,"|0|0|0|0|0|
",124832
遠處的梧桐山頂雲霧縈繞，不小心當成大帽山了。 ,"|0|0|0|0|0|
",750302
#看一次夕阳[话题]# #深圳湾公园[话题]#,"|0|0|0|0|0|
",125107
 :周日想去深圳看動物，沒去過。想請問一下有經驗的uu，如上圖購買門票就行了嗎還是需要另外購買其他門票才能再進去#深圳世界之窗#萌寵#動物#klook,"|0|0|0|0|0|
",166137
此前去深圳湾公园，拍了一堆海鸭和海鸥的照片。实在是劈里啪啦拍了好多，却一直没有抽时间去做删减。第一张照片里，远处凸起的石头上就是鸬鹚鸟。第二张照片里，海上的是海鸭。它们也会费力地飞（扑棱）一下，飞不了多远。这是我第一次看见真实的海鸥。原本见过海鸥的图片，感觉海鸥站立着的模样很是乖巧。但亲眼目睹之下，发现海鸥是很会欺负海鸭的。远远地，它们只要看见海鸭捕到美食，立即就飞过来抢夺，好像也有些凶猛呢。它们也会成群结队地飞翔，然后停留在离海岸稍远一些的海面上。当它们飞起来，绕着海面盘旋的时候，也会飞近岸边观赏的人们，很近、很近。让我感觉到心里涌起了一股暖流。但很快，它们就又飞离飞远了。这些来自西伯利亚的红嘴海鸥，每年都会长途跋涉，来到这温暖的深圳湾过冬，直到春暖花开……,"|0|0|0|0|0|
",752861
澳门感觉是个大型世界之窗什么巴黎人伦敦人威尼斯人一应俱全 ,"|0|0|0|0|0|
",185615
plog｜港漂人的深港双城生活太幸福了:香港上班深圳过周末放空双城生活真的好自在U0001f979#香港#港漂#香港生活#深圳#香港工作,"|0|0|0|0|0|
",129434
人群 烟火 香槟 和气球:原来幻想中的这天 会比想象更唯美 #烟花秀[话题]# #欢乐海岸烟火[话题]# #深圳湾公园[话题]#,"|0|1|0|0|0|
",125310
南昌表弟周五来深圳玩，下午4点多爬梧桐山 ，没到顶就赶紧下山 ，天黑有风还大雾，啥也没捞着[捂脸R][捂脸R]之后跑东门吃宵夜去了。 今天中午12点出发去香港，从深圳湾口岸过关，今天好多人过关哦，过关后做b3x，嘻嘻很幸运，坐到了二层第一排看风景，30min就到屯门市中心了。下车后上天桥过对面的城轨坐车，做了一站到屯门地铁站。（除了5开头的城轨不能做，其他都能到屯门地铁站好像）八达通扣费4.9，有售票机，选2区，成人票，5.5，放10或者20的港币买。 之后屯马线去到了尖东，开始看看k11圣诞树，星光大道，路上有演出耶。接着天星小轮去中环转转，好消息天星小轮可以微信支付宝了，但排队队伍比较长。之后又做小轮回尖沙咀码头，走路10min去到了锡记，只收现金，点了三宝（65）和四宝（75）和云吞鲮鱼（55）每双筷子要收1港币[捂脸R][捂脸R][捂脸R][捂脸R]。吃完买买买，其中去珍妮曲奇，刚刚好卡到最后买上了 但是！但是！但是！不要选择支付宝这个支付方式，因为不会算汇率，变成1:1的，亏大发了我（香港要别人扫你的码，像万宁那种，不要去扫别人打出来的二维码） 最后打卡了几个点，吃了妈咪鸡蛋仔，看了烟花。结束后做cx1小巴（车站就在那个卖柠檬茶车车前面）到柯士甸地铁站，八达通5，微信扫码4.5。地铁到天水围b出口，做b2p回深圳湾口岸，10.3。oh 累累 洗洗睡，明天瘫着。。。 #香港通关#香港美食,"|0|1|0|1|0|
",125391
突然降温也阻挡不了看海鸥的心有野鸭，没想到还会飞被海鸥追着打还有其他叫不上名字的鸟天气好的时候会更出片交通：深圳湾公园地铁站D出口#周末去哪儿#深圳湾公园#深圳旅游#深圳海鸥#海鸥,"|0|0|0|0|0|
",128215
今天这个天气去梧桐山，好冻啊[偷笑R]选择走秀通道转碧桐道，台阶很陡，其中一半的路况也不是很好。优点是省时间，上下往返大概3h左右，海拔943.7m，打车可以直接标记“盐田消防海桐社区站”，下车上个卫生间就开爬?。#深圳梧桐山#梧桐山#深圳#每周一山#深圳周末去哪儿,"|0|0|0|0|0|
",134199
去深圳梧桐山國家森林公園鴛鴦谷景區玩咗一整天,"|0|0|0|0|0|
",132021
赶在降温前行山又名在山顶空调中瑟瑟发抖  深圳·梧桐山风景名胜区-好汉坡 ,"|0|0|0|0|0|
",908645
梧桐山打卡[举手]真要了命了[裂开] ,"|0|0|0|0|0|
",749631
深圳大黄鸭最新照片（都是在深圳湾万象城拍的，大黄鸭会放在深圳人才公园，离深圳湾口岸特别近） ,"|0|0|0|0|0|
",240513
12.16-17梧桐山 登顶成功 谁说无痛山 我好痛[笑哭R] # #梧桐山夜爬,"|0|0|0|0|0|
",102935
#赏花#拍照#花海拍照#樱花#一张图证明你也爱拍花#深圳免费拍花地#深圳拍花#手机拍花#日常拍花#公园随手拍#深圳湾公园#公园约拍#那些花儿#鲜花少女,"|0|0|0|0|0|
",99271
深圳湾公园实录长五奔向星辰大海！长征五号遥六箭发射遥感41号卫星[赞R] 器材：QHY294C 天文冷冻相机+腾龙70-300SP镜头?#摄影[话题]#??#火箭发射[话题]#??#星空[话题]#??#中国航天[话题]#??#深圳湾[话题]#,"|0|0|0|0|0|
",99973
上次爬错了 爬了小梧桐,"|0|0|0|0|0|
",100294
深圳湾大黄鸭是没栓绳子吗哈哈:深圳湾大黄鸭是没栓绳子吗哈哈哈都飞了哈哈哈哈哈哈哈哈哈被吹到角落了还怎么近距离看！哈哈哈哈 #深圳湾万象城#香港大黄鸭#深圳湾人才公园,"|0|0|0|0|0|
",161968
攀登梧桐山[赢牛奶][微风]  深圳·梧桐山 ,"|0|0|0|0|0|
",911539
写完summary等待和老板的individual meeting完全不想工作 什么都可以等明年再整即将放假 心已经走了那么也来总结一下这一年的玩乐总的来说 还是超级开心的没有一个假期呆在香港工作的周日也屈指可数除去在香港的各种爬山徒步，还有：+跨年在二月 呆呆来小玩一下三月 广州溜达四月 澳门玩一圈五月 阳了 一个月没出去玩 痛苦六月 莉莉回家当伴娘七月 妈妈妹妹来大玩一周+西安-九寨沟-成都再玩一周（玩了半个月真的累死八月 居然乖乖呆了一个月没离开九月 看最爱的妮子扣+月底夜爬衡山十月 挑战梧桐山十一月 夜间出行搜索萤火虫+三亚开会正好和呆呆玩转一圈 开心十二月 即将迎接+跨年今年计划了没玩上的 明年继续冲：1. 哈尔滨冰雪大世界2. 去汕头吃吃吃3. 去澳洲看4. 台湾安排上5. 韩国很近6. 新加坡也免签了,"|0|0|0|0|0|
",755242
深圳短住中  深圳·华侨城欢乐海岸 ,"|0|0|0|0|0|
",410450
莫名其妙看到门口一堆无人机 好奇看一眼好像在彩排 最后几秒钟千万别错过哈哈哈哈哈哈哈 #记录真实生活[话题]# #城市夜景[话题]# #无人机[话题]# #无人机灯光秀[话题]# #深圳无人机表演[话题]# #深圳世界之窗[话题]#,"|0|0|0|0|0|
",162906
非常好深圳湾公园 ,"|0|0|0|0|0|
",755064
去年夏天在深圳湾安达仕过周末，下午游泳，早上起来去深圳湾公园看日出。酒店风格超爱，最喜欢百叶窗，超级浪漫，大堂门前超级好拍。 @生活薯 #深圳周末,"|0|0|0|0|0|
",99066
香港同款加油鸭~  深圳·深圳湾人才公园 ,"|0|0|0|0|0|
",409722
这是上次去深圳人才公园所拍。“春笋”大厦在水中的倒影实在是太美了，惹得白鹭鸟都停下来欣赏。如此美妙的画面，不由得内心里有了一种莫名的感动。今日，冬至。 ,"|0|0|0|0|0|
",242394
原來生命有何意義並不重要， 重要的是我們如何賦予生命意義。 1-2:深圳人才公園一角 3-5:香港新界早上低温 #祝大家冬至快樂,"|0|0|0|0|0|
",162138
#爬山搭子[话题]# #搭子[话题]#,"|0|0|0|0|0|
",103166
休闲慢爬梧桐山，有深登协专业领队陪同爬山，安全可靠，扫码入群~ 12-23 #每周一山,"|0|0|0|0|0|
",105926
大黄鸭，周边也挺好逛的，好多咖啡小摊 #深圳人才公园#创意市集,"|0|0|0|0|0|
",163712
欢乐海岸  香港·北角春秧街  ,"|0|0|0|0|0|
",753040
每件圣诞饰物是份礼物 也带着故事 而每一个故事都关于爱 和平 喜乐Merry Christmas to my friends??#动手接圣诞#生活#圣诞#圣诞节礼物#圣诞气氛#友谊#友情#关于友情#我的收藏,"|0|0|0|0|0|
",195295
#360全景影像[话题]# #深圳湾人才公园[话题]# #深圳湾大黄鸭[话题]# #大黄鸭[话题]# #360[话题]# #insta360[话题]#,"|0|0|0|0|0|
",162072
今晚有人去梧桐山吗，冲冲冲,"|0|0|0|0|0|
",99482
开花 香:这个圣诞很是特别初夏时 买了两支叶子花 光秃支子 却在寒冬里开花 而且是红色 太应节了点了一支龙液香 也是应节 是南京老弟送来的第三波贵重礼物 很是感动 受宠了#动手接圣诞#圣诞#圣诞节#圣诞礼物#叶子花#情谊#弟弟#静待花开,"|0|0|0|0|0|
",198140
冬季落日夕阳红:#最美日落#海边日落,"|0|0|0|0|0|
",196673
北上消費遇上順德咖啡小型展覽飲咗杯美式，有水準  佛山·顺德华侨城欢乐海岸 ,"|0|0|0|0|0|
",912906
偶遇了一千架无人机表演遇上了大降温也算是意外收获  深圳·深圳世界之窗,"|0|0|0|0|0|
",410384
想要跨年夜爬梧桐山！求识路的小伙伴带带！我不是小白但也不是专业选手，比较爱好爬山。目前爬过鸡公岭、大帽山，大东山，麦理浩径等，速度不是特别快但绝不矫情不拖后腿！最好是跨年夜呀，最近其他时间也ok！#爬山日记#爬山#梧桐山#梧桐山夜爬,"|0|0|0|0|0|
",101497
這輩子第一次走20公里 如果不是有紀錄 我真的不敢相信 太叼了 原來這就是 「香港citywalk」 真的巨累 但是好爽啊 原來我可以一天走20公里 每次都是週末去玩 人擠人 這次沒上班那麼久終於選了個工作日去玩 （深圳過港真的好近好方便好快 只要有時間 心血來潮 隨時隨地都可以過去玩玩散散步看看海 ）摩天輪 小船也都坐了 不用排隊就是爽 又準備家裡躺一個禮拜 心血來潮了再去澳門暴走十公里 再去挑戰梧桐山 昨晚腿真的很痛 泡了腳 又一覺睡到兩點好爽 睡醒沒那麼痛了 （回去坐高鐵時iwhatch都自動關機一天走20公里 好有成就感啊  我可以吹一輩子！！！,"|0|0|0|0|0|
",753553
非常enjoyable的一日！ 哈哈哈哈哈哈哈哈哈哈哈哈哈哈好,"|0|0|0|0|0|
",100942
深圳锦綉中華民俗文化村 深圳地鐵1號線喺華僑城站D出口出 出站後直行就會見到 #锦綉中華民俗文化村??#華僑城[话题]#,"|0|0|0|0|0|
",163107
@無非大口堂 #深圳湾大黄鸭,"|0|1|0|0|0|
",163514
#香港#PlogMerry Christmas休息一下，下个月，下下个月，下下下个月，下下下下个月…我还回来[打call]  香港 ,"|0|0|0|0|0|
",189041
[樱花R]地点：可爱的大黄鸭位于人才公园 [樱花R]地铁：深圳地铁11号线后海G口出导航步行即可 [樱花R]地上贴了大黄鸭贴纸、金光闪闪的树、超大圣诞树?则位于鸭鸭对面的商场万象,"|0|0|0|0|0|
",162975
圣诞快乐！属于南方人的假雪[笑而不语]小朋友玩的挺开心  深圳·欢乐海岸 ,"|0|0|0|0|0|
",911675
夜襲梧桐山+排牙山#户外徒步[话题]#,"|0|0|0|0|0|
",98344
咔咔咔了几张  深圳·深圳湾人才公园 ,"|0|0|0|0|0|
",411044
深圳湾人才公园大黄鸭:有打卡活动呀，一起ya力释放！ #HBN早C晚A#深圳大黄鸭,"|0|0|0|0|0|
",162308
深圳湾公园:#今日份海边[话题]#,"|0|0|0|0|0|
",102292
深圳湾公园偶遇漂亮小姐姐也是一个人，帮她拍照，然后结伴看落日。落日海景太美啦，大家从深圳湾公园地铁站D口出来后，才到这这个位置。#深圳#深圳生活#圣诞#深圳湾公园#落日晚霞#落日#海边日落#日落,"|0|0|0|0|0|
",103705
世界之窗親子遊:由於這個聖誕節我們得呆在香港帶地瓜，看著朋友們都帶娃全世界各地的旅遊，還是想讓土豆的假期也豐富一點，所以我請外公外婆帶土豆去深圳世界之窗玩。打了個車直接到深圳灣口岸，過關人不少，不過分流以後還算快。今天天氣還算暖和，所以蠻舒服的土豆玩的不亦樂乎，都不想回家了#香港生活#亲子时光#世界之窗#深圳,"|0|1|0|0|0|
",164268
我我我…我看到了… 放了十分钟…还挺好看的… #深圳世界之窗#烟花#圣诞节烟花#圣诞#圣诞快乐,"|0|0|0|0|0|
",159161
賞???遠看似櫻花???原來是粉紅色 #紅花風鈴木仲有大量紅色勒杜娟???在 #中心河公園 造成花海?再加上 #風車，真多打卡位??再向海邊走，見到 #深圳灣公路大橋[话题]#，還有靚闊的觀景大橋，還會看到咸蛋黃靚日落?真很美?最後離開時係 #深圳灣公園[话题]# #海風運動公園[话题]# 見到好多很型健身器材及靚觀景好乾淨的洗手間?深圳變化大，變得先進更靚有驚喜，難怪吸引多香港人放假北上玩。,"|0|0|0|0|0|
",104137
深圳锦绣中华民俗村灯会！:#灯会[话题]# #2022深圳锦绣中华灯会嘉年华[话题]# #最美夜景[话题]# #,"|0|0|0|0|0|
",163072
好看！好好看！#深圳世界之窗[话题]# #圣诞节[话题]# #圣诞烟花[话题]#,"|0|0|0|0|0|
",163261
#易烊千玺华为nova全球代言人##易烊千玺电影小小的我# 看发布会还有diy活动～  深圳·华为智能生活馆·深圳南山欢乐海岸 ,"|0|0|0|0|0|
",410408
深圳湾公园的日落  深圳·深圳湾公园 ,"|0|0|0|0|0|
",910797
海鸥不再眷恋大海  深圳·深圳湾公园 ,"|0|0|0|0|0|
",912431
#深圳南山区#深圳西乡盐田夜市街#深圳欢乐海岸,"|0|0|0|0|0|
",162672
幾天南山之旅、今日去了深圳人才公園，好多打卡地方，影得愉快的一天,"|0|1|0|0|0|
",159019
最紧要噶係开心  香港,"|0|0|0|0|0|
",189122
梧桐山主峰海拔943.7米横跨罗湖、盐田和龙岗三个区是深圳的第一高峰是深圳爬山届扛把子般的存在。梧桐山有大小梧桐之分可以选择的上山路线也有很多想要一次性欣赏它的美一天时间可不够用爬大梧桐以梧桐山村为主要登山口爬小梧桐则主要从莲塘进入根据自己的需求选择攀爬哦~#有想法轻松发,"|0|0|0|0|0|
",104207
#人在不在cityu##小可爱的橘子# 真正的hk特种冰小结[爱慕]  深圳·梧桐山 ,"|0|0|0|0|0|
",913722
#2023我的旅行故事#旅游#深圳人才公園#小黃鴨,"|0|0|0|0|0|
",162130
山頂風景美得不像話,"|0|0|0|0|0|
",102831
深圳湾公园站看的是?大梅沙站是??+?#深圳地铁#深圳地铁8号线二期#大梅沙,"|0|0|0|0|0|
",103586
#王者荣耀瑶[超话]# 四城联动！在北京 上海 深圳 杭州的鹿灵可以去打卡呀[爱慕]#瑶##王者年度版本云梦有灵#,"|0|0|0|0|0|
",239875
带着大宝贝和熊宝贝@熊本熊 打卡啦！#带着熊本熊去旅行#HUG??ME贴贴吧友友萌#深圳大黄鸭#深圳人才公园,"|0|0|0|0|0|
",58137
#深圳湾##大黄鸭# 环游世界的大黄鸭游到深圳湾啦，ya力释放    深圳·深圳湾人才公园 ,"|0|0|0|0|0|
",411133
深圳南山欢乐海岸 八合里八点去食真的太晚了，三花五花趾都没有了，生牛肉丸也售清???虽然算好吃，但感觉不够完美。而且沒標明肉的名稱，只可估计是那一款肉#吃火锅#火锅#汕头火锅#汕头牛肉火锅#南山美食#深圳美食,"|0|0|0|0|0|
",178790
#日落[话题]# #梧桐山[话题]#,"|0|0|0|0|0|
",75430
人家都放假了 我还在考试 30 最后一科 啊啊啊啊啊啊 我受不了了 玩完回来 根本看不进去 读书不入脑 后天四个小时考试 考完试就去深圳潇洒 31 看盐田千春展 然后韩料打卡 晚上欢乐海岸看烟花跨年 根本讀不進去 ,"|0|0|0|0|0|
",244841
感覺大腿快廢了梧桐山太厲害了 ,"|0|0|0|0|0|
",629138
#长沙# 美麗的長沙市，獨特的文化底蘊、動感十足的世界之窗、令人流連忘返的美食臭豆腐、人才輩出的岳麓書院、還有那獨立寒秋，湘江北去的橘子洲。那里有一個巨大的毛主席年輕的石雕坐落於一個廣場中間，石像表現了毛主席年輕時胸懷大志、風華正茂的形象，這是一代偉人留下的記憶。雕像廣場人山人海，車水馬龍；白天，走近雕像，發現雕像是那麽龐大、威懾力強大；夜晚，燈光照耀，雕像仿佛活了似的，深情凝望著遠方，像是在指點江山。嶽麓書院位於中國湖南省長沙市嶽麓區嶽麓山東麓，是中國古代四大書院之一，始建於北宋開寶9年，歷經宋、元、明、清各代。迨及清光緒31年改為湖南高等學堂，至今仍為湖南大學下屬的辦學機構，歷史已逾千年，是世所罕見的「千年學府」。1988年被國務院批准為第3批全國重點文物保護單位，為嶽麓山風景名勝區重要觀光景點。,"|0|1|0|0|0|
",627156
