博文内容,识别结果,id
#不齐舞团唐超[超话]##不齐舞团##秘书1116生日快乐# 深圳福田星河Coco Park＋重庆龙湖时代天街室外小屏投屏预览，投屏公告  ,"|0|0|0|0|0|
",319767
今日上深圳玩了一下，吃了一下金光華廣場樓上的廣東菜式啫啫煲，感覺一般，下次去試吓其他菜[偷笑R]，臨走係羅湖街市買咗幾斤羊肉返香港[色色R]，不過大家要留意：肉類一定要煮熟才可以過關??,"|0|0|0|0|0|
",186278
//雙休日常帶媽咪去華強北修手機再到盒馬大採購，媽咪除了在盒馬瘋狂「進貨」，還扛了個高壓鍋回家……因為功課多這次沒去的柿餅回家喝到第一口奶茶、吃到9.9四個的蛋撻還有榴蓮千層餅，整個眼睛都瞇起來了……現在想想，家住東鐵線真的好爽啊！周周去深圳都很快沒問題！！ ,"|0|1|0|0|0|
",321709
#于适yosh[超话]# 吃饭的地方在播放《男孩别哭》，想到小适适啦，上线来发条超话。没想到接着又播了《乌兰巴托的夜》，真是一个幸福的晚上[哇]图文无关  深圳·卓悦中心东区,"|0|0|0|0|0|
",397523
想不到，最好喝的竟是特價抺茶草莓，上次沒喝到真虧了喜歡的面包店倒了，沒能買 買二送一的早餐======================另外配的圖：這也許是她走在路上的感覺並沒有想身邊有分享的人這是自已走才能靜靜感受的場景同樣是上班下班去玩的行程，去同樣的地方，自己玩不累，配搭提子就很累了還有就是....在香港玩：很想回家不在香港玩：噢.....要回家了[笑cry][笑cry][笑cry][笑cry][笑cry],"|0|0|0|0|0|
",623026
多謝陪我「阿媽家姐」抵食兼飽肚[害羞][害羞][憧憬][憧憬]  深圳·皇庭广场 ,"|0|0|0|0|0|
",898922
北上旋蟹  深圳·盒马鲜生(皇庭广场店) ,"|0|0|0|0|0|
",399532
吃一顿烤肉怎么能胖四斤[伤心]  深圳·深圳福田星河COCO Park,"|0|0|0|0|0|
",398893
大闸蟹，抢抢抢(跟不要钱似的)太多人 见到有羊肉，当然带几斤返港#盒马#大闸蟹#羊肉#黑山羊,"|0|1|0|0|0|
",210909
深圳:昨天的皇庭广场买大闸蟹，真的超级多人，也算厉害抢到8个168元的[害羞R] #精品大闸蟹,"|0|1|0|0|0|
",91883
Live plog10.1{國慶當天不知道去哪裡玩 就到處瞎逛逛(我們兩個都不喜歡人太多的地方){打車的時候這個司機在聽關於精神小伙的介紹{中午吃了gaga一般般這人把上面的肉都吃了讓我吃皮{之前說想端盒米奇npy就給我送了個中秋禮物(中秋付款 國慶拿){然後去試駕了一下車車(蠻不錯){晚上是心心念念的eating table[舔屏][舔屏](因為兩個人中午吃太飽了晚上就點了個必點和薯條){到處人太多也不知道去哪裡 最後就在家樓下聊天{遇到一隻好可愛的博美笑死 我們兩個一直看著他{送npy到口岸之後我就回家開箱我的外套了(看到買外套送小卡的我二話不說直接下單[舔屏])  深圳·卓悦中心,"|0|0|0|0|0|
",397898
全深圳最好吃的椰子鸡煲[思考]  深圳·四季椰林皇庭广场店 ,"|0|0|0|0|0|
",899397
深圳的朋友，请问海岸城附近有没有什么好的做按摩spa的店明天带女友去深圳玩。她很少去！,"|0|0|0|0|0|
",321252
听说小红书出Oppo更快:Oppo Find N3千山绿色#OPPO 十一月初在深圳领展中心城Oppo专卖店购入，颜色很惊艳，大屏也丰富了手机使用场景，拍照效果很不错，比苹果好太多，还有最重要的系统流畅。因为是苹果全家桶用户，买回来一些需求无法做到一体化，所以寻找有缘人。 #数码,"|0|0|0|0|0|
",96369
#香港人[话题]# #皇庭广场[话题]# #深圳[话题]# #每日穿搭[话题]#,"|0|0|0|0|0|
",186324
#WBG英雄联盟[超话]# 我我我我又来了，或许能找到深圳这场的姐妹吗[可怜] ,"|0|0|0|0|0|
",149342
#WBG英雄联盟[超话]# 想知道这种场会不会有好心的粉丝发应援物[doge][doge][doge] ,"|0|0|0|0|0|
",149336
#盒马[话题]# #逛超市的日常[话题]# #深圳皇庭广场[话题]##香港购物[话题]#,"|0|0|0|0|0|
",94112
周末深圳皇庭广场的盒马店实探:#盒马[话题]# #逛超市的日常[话题]# #深圳皇庭广场[话题]##香港购物[话题]#,"|0|0|0|0|0|
",186333
今日瞓到日上三竿，醒來後，倆老本來想去街邊食店吃個早晨全餐，卻見到正在進站的B8巴士的車上尚有不少座位，於是立即跳上車到深圳蓮塘口岸，先到皇廷廣場搵嘢食，再逛下中心城及連城新天地商場，行累了就回到口岸商場買餸，總之又係一袋二袋番屋企。  深圳·连城新天地 ,"|0|0|0|0|0|
",902095
没想到可以边吃饭边唱歌 满足了我这个喜欢唱歌的人！ 刻在我心底的名字,"|0|0|0|0|0|
",186096
港迪拼车包车:11.17 港迪回福田皇御苑有3人11.18 深圳湾去港迪有4人11.18 港迪回皇庭广场有5人11.19 港迪回深圳湾有5人11.20 港迪回深圳灣有2人11.21 港迪回皇岗有4人11.22 深圳湾去港迪有2人11.22 港迪回深圳湾有3人11.23 港迪回福田有4人11.23 港迪回深圳湾有4人11.25 港迪回深圳湾有8人11.29 港迪回深圳湾有3人11.30 深圳湾去迪士尼酒店有3人[点赞R]每天早上深圳湾口岸上车[点赞R]晚上睇完烟花后港迪送回深圳湾口岸或皇岗[耶R]人均1xx，可拼车可单程可包车，会帮拼[害羞R]话我知日子就可以哦           ##亲子游#包車#遛娃好去处#主题公园分享#香港迪士尼冰雪奇缘园区#香港誇境包車#香港司機#迪士尼烟花#絲滑過關#深圳灣口岸#粤港两地牌#拼車,"|0|0|0|0|0|
",94964
下午茶好好食，打卡影相一流係卓悦中心附近，本來想食白玉串城，要排151個，點等！最後都係選擇食左貝貝煲火鍋，意想不到幾好食！#探店#吃什么#美食打卡#小吃,"|0|1|0|0|0|
",187186
#深圳[超话]#今早有好兄弟幫忙，來福田辦个事，萬分感谢，露天廣場喝咖啡聊聊夭，真的很寫意！和爱人去假期午餐，太二，不錯好兄弟下次一定要吃晚餐啊@VChaoS  深圳·深圳福田星河COCO Park,"|0|0|0|0|0|
",400039
喜欢你努力的样子！:學無止境 ·瑜珈 #壮壮老师#壮壮老师超级流#蔓#香港瑜珈老師#香港瑜珈小班#香港哪裡練習瑜珈#香港瑜珈教練,"|0|0|0|0|0|
",91787
特别特别开心的一次旅程！  深圳·深圳福田星河COCO Park,"|0|0|0|0|0|
",399804
#2023深圳##带上微博去旅行# 中午和尹朋友一起在福田的皇庭广场看到这里吃海鲜自助的不少香港人午餐150元一人，晚餐188元一人港人北上消费背着双肩包，脚踩波鞋说粤语或不流利的普通话 ,"|0|0|0|0|0|
",319727
2023.11.15 兩口子去飲茶，試上新點心。等位期間看到陶陶居的歷史，原來是這麼悠久，而且牌匾為康有為所題[赞R]。 - 陶陶居大蝦餃 ? - 潮州鮁魚水晶盒 ? - 蟹黃豆腐 - 高湯魚翅煲 ? ? 陶陶居酒家(卓悦中心店) 福華路卓悅中心東區2樓L233-234號 ? 深圳地鐵1號線崗廈站B出口 #秋日點心上新#粤菜#中華老字號#中华老字号#米其林#OneAvenue卓悦中心#深圳探店#探店#打卡#hubbyandwifey,"|0|0|0|0|0|
",185839
耿耿于怀！周日看完JDG vs T1后一下子没缓过来 还来不及替JDG惋惜就开始为WBG紧张起来了? 就算刚拔完两颗智齿的情况下也毅然决然吃顿大餐（吃了好多天粥啊汤汤水水下颌骨不敢大动作谁懂啊?）Amyway大渔仍旧是我心中的经典铁板烧自助 从新西兰吃到深圳哈哈哈深圳现在没有露天影院可以看比赛了吧 之前去的网咖带露台可以看现在倒闭了 还是没能撑过疫情?#烤肉#海鲜自助餐,"|0|0|0|0|0|
",208675
#深圳 #皇庭廣場 #俄士廚房:在於深圳福田區，皇庭廣場內的俄士廚房 一家充滿俄羅斯風格的西餐廳 環境超靚，很多打卡位 連洗手間都十分靚 讓我忍唔住，連廁所都拍幾張照  餐廳的服務員，服務十分貼心，每道菜來，都先給我們拍照，真明白我們香港人喜歡打卡拍照，相機食先  拍照後，便會問我們，幫我們切一小件好嗎 當然好啦 這貼心服務，真的十分讚  價錢我們在大眾點評買4人套餐，抵好多。如果睇餐牌單點較貴，所以建議睇App買餐。我們只3人，食4人餐 當然食唔晒 可以打包走 這份4人餐，如果全都是4位女士食，都吃不了，有男士一同吃就無問題，可吃得完。所以是十分充足的。 味道亦好好味 可能已配合我們中國人口味，並不太似俄羅斯的味道，但很好味 作為一間西餐廳，是十分合格的  環境 味道 服務  都是全讚  #深圳西餐廳#深圳吃喝玩樂#會展中心站#深圳吃貨,"|0|0|0|0|0|
",186944
在於深圳福田區，皇庭廣場內的俄士廚房???? 一家充滿俄羅斯風格的西餐廳 ???環境超靚，很多打卡位 ??連洗手間都十分靚 ??讓我忍唔住，連廁所都拍幾張照 ??? 餐廳的服務員，服務十分貼心，每道菜來，都先給我們拍照，真明白我們香港人喜歡打卡拍照，相機食先 ?????? 拍照後，便會問我們，幫我們切一小件好嗎? ???當然好啦 ??????這貼心服務，真的十分讚 ????????? 價錢我們在大眾點評買4人套餐，抵好多。如果睇餐牌單點較貴，所以建議睇App買餐。我們只3人，食4人餐 ???當然食唔晒 ???可以打包走 ???這份4人餐，如果全都是4位女士食，都吃不了，有男士一同吃就無問題，可吃得完。所以是十分充足的。??? 味道亦好好味 ?????可能已配合我們中國人口味，並不太似俄羅斯的味道，但很好味 ????作為一間西餐廳，是十分合格的 ????? 環境 ??味道 ??服務 ?? 都是全讚 ????????? #深圳西餐廳#深圳吃喝玩樂#會展中心站#深圳吃貨,"|0|0|0|0|0|
",91849
#iphone15promax##喜茶##苹果# p①、14号晚上刷到有现货，第二天刚好休息就决定第二天一早去买p②③、15号早上10点多去到九龙塘的Apple付款买完，旧机传资料到新机需要2小时（100G左右的资料）店员建议把手机存放在苹果店通过mac备份方式传输。此时我在纠结怎么消耗我这没有手机的2个小时。p④出Apple之后上楼发现有电影院又刚好有最近时间场次的惊奇队长，果断买了电影票。此前并没有这部电影的观影计划。看完发现只要不带有任何期待的情况下去看，内容还是很精彩的。p⑤看完电影刚好快下午2点，取完手机花了5分钟纠结要不要去深圳华强北买壳和手机膜（官方的太贵了）刚好近期港铁坐到落马洲有可以领取折扣优惠。p⑥在华强北买完手机壳和膜，去coco park逛了一下。买杯喜茶喝喝，默认少糖的喜柿多多味道真的一般般…两款泡芙吃完一点都不腻，糯糯芋泥卷（店员给我的时候没有完全解冻）不好吃，别吃！吃完马上起程回香港，第二天还要搬砖…  深圳·深圳福田星河COCO Park,"|0|1|0|0|0|
",396986
#代号鸢左慈[超话]#推左慈就没后悔过[舔屏]  深圳·卓悦中心东区 ,"|0|0|0|0|0|
",400085
！！！！海岸城开了一家新的餐酒吧 好看又好吃?还有好玩的沙壶桌 好适合聚餐啊～刚开就爆?了！！！ #新店探店#100家探店计划#bistro,"|0|1|0|0|0|
",186531
请問我的微信支付有钱，但支付宝沒錢，在深圳行吗微信支付可以过钱到支付宝吗有座标深圳福田的吗我明天带两个姊姊和姊夫到福田Coco Park 吃午饭，附近有唱K或足浴的地方吗 ,"|0|0|0|0|0|
",319502
和姐妹在深圳逛吃[哇][哇]喝的时候我以为这只是一个花里胡哨的酸奶，并不知道这个杯子上贴个“畅”意味着什么[顶][顶][顶][顶][跪了][跪了][跪了][跪了][跪了]  深圳·深圳福田星河COCO Park ,"|0|0|0|0|0|
",398648
話說今天去深圳玩，打算去會展中心那邊的領展中心城的麥當勞吃點東西，準備買餐的時候多口問了一句還有高達那個套餐嗎？ 開始出餐店員說早就沒了，然後收銀姐姐聽到說還有2套是之前一個客人預定了沒來拿，然後我就買了一套。 剩下還有一套有興趣的深圳朋友可以去問一下，應該沒人知道的還有貨的。 #麥當勞高達#深圳領展中心,"|0|0|0|0|0|
",94520
#卓悦中心[话题]# #仰望u8[话题]#,"|0|0|0|0|0|
",171651
深圳的商场感觉充斥着3分之2的hker 尤其是山姆[哈哈]  深圳·皇庭广场,"|0|1|0|0|0|
",716077
来深圳真的是一件幸福感巨强的事情[打call]吃个小串 喝个阿嬷手作 做个马杀鸡 抓个娃娃 逛个盒马再带点鲍师傅 大闸蟹[doge]美美回港村离福田口岸近的地方还有哪里好逛啊 皇庭广场和卓悦中心快盘包浆了 ,"|0|0|0|0|0|
",153749
深圳一日遊  深圳·深圳福田星河COCO Park ,"|0|0|0|0|0|
",401277
两年以来终于吃了顿brunch[并不简单]#草草干饭系列#  深圳·深圳福田星河COCO Park ,"|0|0|0|0|0|
",403986
Vlog｜周内上海打工周末闪现深圳:去香港前在深圳停留一天和朋友见面！ SH 茹if vegan｜小肉栗｜白鸟咖啡 SZ 雪乡情｜观海｜金皇庭 #日常生活碎片[话题]# #美食[话题]# #打工日记[话题]# #上海[话题]# #深圳[话题]#,"|0|0|0|0|0|
",172182
深圳老街:吃喝玩樂買的一天,"|0|0|0|0|0|
",5714
記第一次玩有NPC的密室♀深圳東門:每次看綜藝覺得哪有這麼可怕[黑薯问号R]玩了之後我道歉是我高估了我自己[再见R]非常理解彭彭[抱拳R]同行的妹妹太靠譜了[赞R][喝奶茶R]沒嫌棄我這個弱雞新手 全程膽量智商在線[赞R]約了下次 期待！！！[萌萌哒R][派对R]#深圳密室#密室逃脱#深圳東門#深圳老街#恐怖密室,"|0|0|0|0|0|
",8381
充电完毕  深圳·星河COCO Park(福田店) ,"|0|0|0|0|0|
",402460
道理我都懂但买鸡毛掸子回会不会太夸张:这个周末深圳口岸附近真的要被港人挤爆了[笑哭R][笑哭R][笑哭R]皇庭广场地铁口甚至都要排队进入了可还行[捂脸R]一抬头惊了：竟然还有买鸡毛掸子带回香港的嘛哈哈哈哈不过想想自己买了菜板扛回，好像有能理解了[害羞R][害羞R]大家有在深圳买过什么特别的东西带回香港吗速速来分享一下[斜眼R]#香港#港漂#港漂生活#港人北上#香港通关#皇庭广场#香港生活,"|0|1|0|0|0|
",10580
陪伴胜过一切言语  深圳·深圳福田星河COCO Park,"|0|0|0|0|0|
",403013
食听说这家谭仔米 线在香港很火爆我不相信，所以一下班就过来试一试！这家店经常都是排队浓郁鲜番茄牛肉热香锅对番茄控真的狂喜，浓郁的番茄汁，酸甜开胃用来煮米线或者浇在米饭上简直就是不用想，一闻就想把它干完!他家的烤串也千万不能错过，比烧烤店的还好吃味差异）香辣牛肉串咬下去焦香又爆肉汁！烤出来的口感被夸比其他烧烤买的还要好次！孜香羊肉串羊肉烤的外焦里嫩一口下去还有汁水~我都想问店长拿配料表了~焦香肉串也很鲜嫩新鲜，肉很厚再来一杯港式冻柠茶冰爽解腻这滋味想想都知道，妙啊反正真的好吃，不允许还没有人没吃过！！冲呀！！！香港的谭仔米线，你值得拥有谭仔米线（皇庭广场店)福安社区福华三路118号皇庭gou物广场L1-7铺#探店#麻辣烫#最爱麻辣烫#米线#大声安利本地美,"|0|1|0|0|0|
",8857
Liveplog10.17{遇到一個毛毛蟲月月竟然覺得可愛aaa{这家店的装修都蛮可爱{在吃飯的地方遇到了兩隻貓貓(短腳一直在惹另一隻貓又怕又要惹像極了我那愛犯劍的npy[怒]){真的好喜歡這種動態音響 以後一定要整一個[抓狂]{在口岸看到這個免費巴士[疑問] ,"|0|0|0|0|0|
",153776
hk存档6 ,"`|0|0|0|0|0|`
",153728
粤菜  米芝莲烧鹅 几好食:皇庭广场呢个烧鹅係唔错#深圳美食[话题]# #粤菜[话题]#,"|0|0|0|0|0|
",171533
皇庭广场呢个烧鹅係唔错#深圳美食[话题]# #粤菜[话题]#,"|0|0|0|0|0|
",11557
[嘻嘻][嘻嘻][嘻嘻] ,"`|0|0|0|0|0|`
",323082
20231118福田莲花山公园我帶了2个姐姐2个姐夫及姐夫的妹妹，一行共6人，先坐地铁到福田Coco Park午膳，再逛莲花山公园。我只懂在吃和吃的路上，到深圳一般都是食賣玩，唱k，shopping，足浴，怎知他们全不好，真考起我了。尚幸姐夫爱花爱行山，多謝微博读者介绍我去莲花山公园。一出地铁站便見到兩棵美人树，公园很大，绿草如茵，人流朝一个方向向山上走，我们便跟着走，原来山顶是邓小平同志铜像广场。邓爷爷铜像面带慈祥又自信的笑容，昂首阔步，俯瞰深圳。我向高瞻远足的改革開放總設計師致敬，心中说“这盛世，如你所願!” ,"|0|1|0|0|0|
",323675
今日起碼三萬步三個商場三萬步碎料電話無電先識返屋企系列全個深圳得呢度有canel'e呢度好多人揾人拍片同影相食完成條烤魚同掌中寶返歸個黑桑子沙冰好飲#深圳灣萬象城#海岸城#南山  香港·Sante Beaute,"|0|1|0|0|0|
",322567
深圳午餐  深圳·金光华广场 ,"|0|0|0|0|0|
",400581
秋冬季開始又到打邊爐既季節啦?? 話說本貓?既主人係唔食得太過辣，所以一直都好抗拒麻辣火鍋呢樣野???♀?但經過今次發現!!!原來麻辣邊爐並唔係想像咁火紅色??怕辣既人原來都可以食到麻辣火鍋??朋友游說推介之下就開啟左我第一次食麻辣火鍋體驗???好好食?? 呢間珮姐老火鍋每次排隊都要1-2個鐘先會有位，好誇張?今次早有預備就提前拎定咗飛就唔使等太耐啦?～但最後都等咗差不多接近一個鐘? 湯底我們選了菌湯鴛鴦鍋?點了小辣??諗住輕微一點一樣試吓個辣度?點知辣到我飛起???心諗呢餐我應該食得好辛苦 但原來！呢個香油先係重點??? 原來香油加埋落調味到係完!全!唔會覺得辣架??層香油係會洗走咗啲剌激辣味?所以係唔需要怕辣架?當然平時少少辣都唔受到既人都係唔好搏了? 利申：本人平時雞煲可食到小辣，譚仔係3少辣程度 配料叫左： 手切鮮牛肉?仲有嫩牛肉但呢個麻麻地～ 魚籽蝦滑?墨魚汁馬蹄蝦滑? 黃喉毛肚鵝腸百葉??叫重慶經典四脆 廣味小香腸?（臘腸打邊爐?） 豬肝，仲有腦花?，豆芽同埋萵筍片? 最特別要講下個蛋炒飯??炒飯真係不~得~了? 真係炒到粒粒分明架??超好食!又好食又大碟都只係?18，最後Encore左多一碟? 埋單4個人?600！圍番?150/位?真係唔怪得keep住咁多人排隊食呢間?下次再Encore?? ? 珮姐老火锅 粤海街道海珠社区文心六路潮流广场二楼（后海地铁站D 1出口） # #网红火锅店#吃喝玩乐#重庆老火锅#深圳南山#我的美食日记#麻辣火锅#深圳火鍋,"|0|1|0|0|0|
",172019
今天晚上一位香港灰姑娘将享用深圳带回来的:湘菜“辣可可”和插上盒马29.9的云南鲜花！ 没想到工作日也这么多港人在皇庭广场 尤其是盒马的海鲜档 不过盒马真是我的快乐老家，补货了一些快乐 鲜花档基本都是29.9十支 随意插在longchamp里带回来真是感受到了生活的松弛 说灰姑娘的原因是每次罗湖口岸12点就关了 #港人北上,"|0|1|0|0|0|
",171150
湘菜“辣可可”和插上盒马29.9的云南鲜花！ 没想到工作日也这么多港人在皇庭广场??? 尤其是盒马的海鲜档 不过盒马真是我的快乐老家，补货了一些快乐 鲜花档基本都是29.9十支 随意插在longchamp里带回来真是感受到了生活的松弛 说灰姑娘的原因是每次罗湖口岸12点就关了? #港人北上,"|0|1|0|0|0|
",9972
领展中心城领宝可梦@领展中心城,"|0|0|0|0|0|
",5837
深圳卓悅中心，附近連接幾個大型商場 吃喝玩樂一應俱全#遛娃好去处[话题]# #亲子游去哪儿好[话题]# #周末遛娃[话题]# #商场分享[话题]# #母婴日常[话题]# #深圳探店[话题]##深圳卓悅中心[话题]# #卓悅中心[话题]#,"|0|0|0|0|0|
",170764
深圳湾的夜:深圳湾的夜,"|0|0|0|0|0|
",170820
深圳的寶子對這家火鍋店肯定不陌生，最出名的脆皖魚，乳鴿必點，甚至各區都有分店。 #火锅#聚餐#美食打卡#网红#网红火锅店#中山脆肉皖#食材新鲜正宗中山脆肉皖#鱼火锅#海岸城鱼火锅#火鍋就要吃脆肉皖#冬天就要吃火锅#深圳火鍋是不是第一,"|0|0|0|0|0|
",170280
#光与夜之恋萧逸[超话]# 请问今天深圳 卓悦中心有大屏吗具体在什么位置呢[苦涩][苦涩][苦涩] ,"|0|0|0|0|0|
",322798
开整  深圳·深圳福田星河COCO Park ,"|0|0|0|0|0|
",400378
深圳｜天气晴朗放松一下自己～:之前在DFS试妆，柜姐用了bobbi brown的遮瑕膏和gucci的腮红，遮次被种草了！ 遮瑕膏除了可以遮痘痘还可以遮黑眼圈，粉底液前上一次已经把瑕疵遮得七七八八了，散粉后再把严重的遮一下痘印就消失掉看不见，重点是不卡粉 gucci的是01号色，心动玫瑰，上脸是少女元气感，显得气色还不错 找了一家在购物公园附近的按摩店「泰适」，原来每次过来都是会去这一家，那种即陌生又熟悉的感觉在生活中一直重复着，直到推开门才发现自己的喜好一直没有变。 旁边有cocopark/皇庭广场/领展中心/平安中心，放松完还可以走一圈。 如果说上班是不可或缺的事情，那找机会放松就是奖励自己。 #深圳#深圳探店#底妆分享#今日妆容,"|0|0|0|0|0|
",170474
之前在DFS试妆，柜姐用了bobbi brown的遮瑕膏和gucci的腮红，遮次被种草了！? 遮瑕膏除了可以遮痘痘还可以遮黑眼圈，粉底液前上一次已经把瑕疵遮得七七八八了，散粉后再把严重的遮一下痘印就消失掉看不见，重点是不卡粉?? gucci的是01号色，心动玫瑰，上脸是少女元气感，显得气色还不错? 找了一家在购物公园附近的按摩店「泰适」，原来每次过来都是会去这一家，那种即陌生又熟悉的感觉在生活中一直重复着，直到推开门才发现自己的喜好一直没有变。 旁边有cocopark/皇庭广场/领展中心/平安中心，放松完还可以走一圈。 如果说上班是不可或缺的事情，那找机会放松就是奖励自己。 #深圳#深圳探店#底妆分享#今日妆容,"|0|0|0|0|0|
",5268
City walk#深圳·深圳福田星河COCO Park[地点]##傑克的沙雕情感天地[超话]# ,"|0|0|0|0|0|
",324732
真的太可愛了，看到心情會變好，裡面是小的棒棒糖，價格是?14.9。 地點：國貿地鐵站金光華廣場的miniso。 #皮卡丘#可爱#日常生活里的快乐瞬间,"|0|0|0|0|0|
",170214
火锅控们，先让我来给大家泼一盆冷水。今天，我尝试了一家名叫“熊猫火锅”的餐厅，结果真是让人大失所望。 首先，价格贵得离谱。一份娃娃菜竟然要12.9元，却只有6片！这价格简直可以和高级餐厅媲美了。但更让人气愤的是，它的份量竟然只有普通餐厅的一份的一半。这就意味着，你付出了双倍的价格，却只得到了半份的食物。 再者，他们提供的款式实在是太少了。对于我们这些对火锅有着丰富选择的人，这无疑是一种折磨。少得可怜的菜单，根本无法满足大家的需求。 最后，我想说，我不会再光顾这家店了。这不仅仅是因为它的价格贵、份量少、款式少，更重要的是，我觉得它的价值并不值得我再次光顾。对于这样的餐厅，我只能说：拜拜了您呐！ #贵而不实#差评#火鍋#负能量清理#深圳#深圳海岸城#华润万象城,"|0|0|0|1|0|
",170671
甜品脑袋给我冲和我胳膊一样长的虎皮卷！:在深圳他真的是没有对手最长的虎皮卷被我吃到了，比我胳膊都要长太厉害了！他家还有芋泥冰淇淋三文治都是最近的新品，直接被我get到了排队的人还是挺多的。所以说，绝对绝对的爱直接没事干，看剧的时候可以当零嘴。这种口感冰冰爽爽的，一点也不甜蜜，层次比较分明。里面还有脆脆的肉松，特别好吃整条榴莲虎卷简直了我就是榴莲控满满的榴莲果肉非常的浓厚。而其抵达路过性价比也特别高。超级多人来买，有的时候都买不到             @土拨薯#甜点日常#蛋糕卷#甜品#宝藏甜品店分享#下午茶#芋泥蛋糕#芋泥#芋泥控#蛋糕#下午茶甜品#深圳吃喝玩乐#虎皮卷#芋泥肉松麻薯虎皮卷#100家探店计划#糕点,"|0|1|0|0|0|
",75252
深圳非遺 四海一家  深圳·深圳节日大道信息中心(深圳卓悦中心店) ,"|0|0|0|0|0|
",402106
@领展中心城 蕉蕉夾娃娃走起！ #宝可梦,"|0|0|0|0|0|
",8842
今天返来深圳 逛超市逛到怀疑人生进不去 出不来 走不动全都是背着双肩包提着行李箱的HK人 ,"|0|1|1|0|0|
",323819
#日式料理[话题]# #深圳日料[话题]##灸柒精緻日料[话题]# #美食[话题]# #探店[话题]#,"|0|0|0|0|0|
",74786
大学牲#鱼的记忆# ,"|0|0|0|0|0|
",742141
又一次北上，住宿玩樂吃喝，落馬洲福田口岸。直接皇庭廣場?領展中心?#游乐园[话题]# #溜娃好去处[话题]# #亲子乐园[话题]# #周末遛娃[话题]# #亲子游[话题]# #儿童[话题]# #游乐场[话题]# #香港人北上[话题]# #探店[话题]# #皇庭广场[话题]# #領展中心[话题]# #melan[话题]# #牛奶妹[话题]# #打卡[话题]# #探店[话题]# #北上广深[话题]#,"|0|0|0|0|0|
",9829
真是惨案，酒吧各种粤韵风华  深圳·深圳福田星河COCO Park ,"|0|0|0|0|0|
",401663
迟到两个月的生日饭[握手][太開心]  深圳·深圳福田星河COCO Park ,"|0|0|0|0|0|
",401744
现在从深圳回香港，其他东西已经不想买了。Ole超市的玉米和乳酪面包好好吃。买了15根玉米，2袋面包。玉米是12.9一根，其实不算便宜，但是真的很好吃。 ,"|0|0|0|0|0|
",322209
#深圳[超话]# 今日下午去了福田吃饭-小炳胜，整体食物可以，但環境和服務却和万象城炳胜差很远了！  深圳·小炳胜(One Avenue卓悦中心) ,"|0|0|1|0|1|
",403681
周末循例上来深圳玩，中心城是必打卡的地方，今天无意中看到有宝可梦和周边活动，果断打卡，还有周边小礼品，可冲~~~,"帮我分析以下博文内容：“周末循例上来深圳玩，中心城是必打卡的地方，今天无意中看到有宝可梦和周边活动，果断打卡，还有周边小礼品，可冲~~~”。根据您的要求，以下是分析结果：

| 交通拥堵 | 人流量拥挤 | 空间布局混乱 | 商品质量差 | 服务质量差 |
| --- | --- | --- | --- | --- |
| 0 | 0 | 0 | 0 | 0 |
",10188
或许有今晚海岸城吃火锅的吗！ #深圳#深圳搭子,"|0|0|0|0|0|
",171569
拜拜快乐老家  深圳·皇庭中心,"|0|0|0|0|0|
",400404
感觉咱们香港同胞被盒马里又新鲜又便宜又多样的蔬菜水果肉类糕点彻底征服了……太疯狂啦[捂脸R][捂脸R][捂脸R],"|0|1|0|0|0|
",170636
//周末深圳再「进货」一家四口的假期终于凑在一起，又去深圳大包小包回家啦！爹买了大闸蟹妈买了鲍师傅，好味！！！就是深圳好像也没什么闽菜馆之类的对我爹妈口味的……？附一则无语记录：晚上刷到台偶男主觉得好帅结果弹幕飘过「好像蒋万安」，又刷到吉姆罗斯斯图尔特版的《红与黑》觉得他也好帅结果弹幕飘过「好像马克龙」……笑容瞬间凝固……,"|0|0|0|0|0|
",322579
#都市力酿[话题]#,"博文：“#都市力酿[话题]#，请你对其进行识别并输出”
输出：`|0|0|0|0|0|`
",76995
今日份怡景皇庭广场真的到处都是hk人[哼]已经不想再去福田罗湖玩了[泪]天天都是hk老年人来这里疯狂排队买甜品[怒骂] ,"|0|1|0|0|0|
",743031
One Avenue 卓悦中心  深圳·卓悦中心 ,"|0|0|0|0|0|
",401705
Omakase 深圳·Sushi Jyukan十贯(深圳保利文化广场店) ,"|0|0|0|0|0|
",403213
卓悅中心 地點：深圳崗廈地鐵站B出口 分區：分為東區、西區、北區，東區都是餐廳，比如蛙來噠、河粉先生、漁語漁酸菜魚、八合里牛肉火鍋、鮮潭蒸汽石鍋魚等連鎖餐廳，西區主要是高檔服飾品牌等，北區是生活用品品牌 特色：商場寬敞高端，品牌繁多，吃喝玩樂一應俱全，可以逛大半天 #深圳福田卓悦中心#深圳卓悦中心#深圳游玩#深圳周末,"|0|0|0|0|0|
",170439
 :一切由贡献出发#Mansir教室#一个人可以走很快#一班人才可以走很远,"|0|0|0|0|0|
",9627
忙完收工翻H.K見母親大人又飲到靚湯「飲了6碗」餸菜仲有Uncle 的飯後甜品食飽就馬上砌砌砌廚房又寬敞了現在回深喇  香港 ,"|0|0|0|0|0|
",322174
孤独，就是一个人的狂欢～让花成花；让树成树～ #为什么有人会喜欢孤独##早酒文化#  深圳·深圳福田星河COCO Park,"|0|0|0|0|0|
",481392
快閃深圳皇庭廣場:快閃深圳皇庭廣場,"|0|0|0|0|0|
",117425
